,title,publication_date,abstract
1592,Chip and solution detection of DNA hybridization using a luminescent zwitterionic polythiophene derivative,2003-05-18,"Electronic polymers in aqueous media may offer bioelectronic detection of biospecific interactions. Here we report a fluorometric DNA hybridization detection method based on non-covalent coupling of DNA to a water-soluble zwitterionic polythiophene derivative. Introduction of a single-stranded oligonucleotide will induce a planar polymer and aggregation of the polymer chains, detected as a decrease of the intensity and a red-shift of the fluorescence. On addition of a complementary oligonucleotide, the intensity of the emitted light is increased and blue-shifted. The detection limit of this method is at present ∼10−11 moles. The method is highly sequence specific, and a single-nucleotide mismatch can be detected within five minutes without using any denaturation steps. The interaction with DNA and the optical phenomena persists when the polymer is deposited and patterned on a surface. This offers a novel way to create DNA chips without using covalent attachment of the receptor or labelling of the analyte."
1593,A stable quasi-solid-state dye-sensitized solar cell with an amphiphilic ruthenium sensitizer and polymer gel electrolyte,2003-05-18,"Dye-sensitized nanocrystalline solar cells (DSC) have received considerable attention as a cost-effective alternative to conventional solar cells. One of the main factors that has hampered widespread practical use of DSC is the poor thermostability encountered so far with these devices. Here we show a DSC with unprecedented stable performance under both thermal stress and soaking with light, matching the durability criteria applied to silicon solar cells for outdoor applications. The cell uses the amphiphilic ruthenium sensitizer cis-RuLL′(SCN)2 (L = 4,4′-dicarboxylic acid-2,2′-bipyridine, L′ = 4,4′-dinonyl-2,2′-bipyridine) in conjunction with a quasi-solid-state polymer gel electrolyte, reaching an efficiency of >6% in full sunlight (air mass 1.5, 100 mW cm−2). A convenient and versatile new route is reported for the synthesis of the heteroleptic ruthenium complex, which plays a key role in achieving the high-temperature stability. Ultramicroelectrode voltammetric measurements show that the triiodide/iodide couple can perform charge transport freely in the polymer gel. The cell sustained heating for 1,000 h at 80 °C, maintaining 94% of its initial performance. The device also showed excellent stability under light soaking at 55 °C for 1,000 h in a solar simulator (100 mW cm−2) equipped with a ultraviolet filter. The present findings should foster widespread practical application of dye-sensitized solar cells."
1594,Novel approaches to polymer blends based on polymer nanoparticles,2003-05-11,"Polymer layers can exhibit significantly improved performances if they possess a multicomponent phase-separated morphology. We present two approaches to control the dimensions of phase separation in thin polymer-blend layers; both rely on polymer nanospheres prepared by the miniemulsion process. In the first approach, heterophase solid layers are prepared from an aqueous dispersion containing nanoparticles of two polymers, whereas in the second approach, both polymers are already contained in each individual nanoparticle. In both cases, the upper limit for the dimension of phase separation is determined by the size of the individual nanoparticles, which can be adjusted down to a few tens of nanometres. We also show that the efficiencies of solar cells using two-component particles are comparable to those of devices prepared from solution at comparable illumination conditions, and that they are not affected by the choice of solvent used in the miniemulsion process."
1595,Wigner defects bridge the graphite gap,2003-04-13,"We present findings on the structure, energies and behaviour of defects in irradiated graphitic carbon materials. Defect production due to high-energy nuclear radiations experienced in graphite moderators is generally associated with undesirable changes in internal energy, microstructure and physical properties—the so-called Wigner effect. On the flip side, the controlled introduction and ability to handle such defects in the electron beam is considered a desirable way to engineer the properties of carbon nanostructures. In both cases, the atomic-level details of structure and interaction are only just beginning to be understood. Here, using a model system of crystalline graphite, we show from first-principles calculations, new details in the behaviour of vacancy and interstitial defects. We identify a prominent barrier-state to energy release, reveal a surprising ability of vacancy defects to bridge the widely spaced atomic layers, and discuss physical property and microstructure changes during irradiation, including interactions with dislocations."
1596,Biology of TiO,2003-04-13,"Emerging areas of nanotechnology hold the promise of overcoming the limitations of existing technologies for intracellular manipulation. These new developments provide approaches for the creation of chemical–biological hybrid nanocomposites that can be introduced into cells and subsequently used to initiate intracellular processes or biochemical reactions. Such nanocomposites would advance medical biotechnology, just as they are improving microarray technology and imaging in biology and medicine, and introducing new possibilities in chemistry and material sciences. Here we describe the behaviour of 45-Å nanoparticles of titanium dioxide semiconductor combined with oligonucleotide DNA into nanocomposites in vivo and in vitro. These nanocomposites not only retain the intrinsic photocatalytic capacity of TiO2 and the bioactivity of the oligonucleotide DNA (covalently attached to the TiO2 nanoparticle), but also possess the chemically and biologically unique new property of a light-inducible nucleic acid endonuclease, which could become a new tool for gene therapy."
1597,DNA-assisted dispersion and separation of carbon nanotubes,2003-04-06,"Carbon nanotubes are man-made one-dimensional carbon crystals with different diameters and chiralities. Owing to their superb mechanical and electrical properties, many potential applications have been proposed for them. However, polydispersity and poor solubility in both aqueous and non-aqueous solution impose a considerable challenge for their separation and assembly, which is required for many applications. Here we report our finding of DNA-assisted dispersion and separation of carbon nanotubes. Bundled single-walled carbon nanotubes are effectively dispersed in water by their sonication in the presence of single-stranded DNA (ssDNA). Optical absorption and fluorescence spectroscopy and atomic force microscopy measurements provide evidence for individually dispersed carbon nanotubes. Molecular modelling suggests that ssDNA can bind to carbon nanotubes through π-stacking, resulting in helical wrapping to the surface. The binding free energy of ssDNA to carbon nanotubes rivals that of two nanotubes for each other. We also demonstrate that DNA-coated carbon nanotubes can be separated into fractions with different electronic structures by ion-exchange chromatography. This finding links one of the central molecules in biology to a technologically very important nanomaterial, and opens the door to carbon-nanotube-based applications in biotechnology."
1598,Molecular nanosprings in spider capture-silk threads,2003-03-23,"Spider capture silk is a natural material that outperforms almost any synthetic material in its combination of strength and elasticity. The structure of this remarkable material is still largely unknown, because spider-silk proteins have not been crystallized. Capture silk is the sticky spiral in the webs of orb-weaving spiders. Here we are investigating specifically the capture spiral threads from Araneus, an ecribellate orb-weaving spider. The major protein of these threads is flagelliform protein, a variety of silk fibroin. We present models for molecular and supramolecular structures of flagelliform protein, derived from amino acid sequences, force spectroscopy (molecular pulling) and stretching of bulk capture web. Pulling on molecules in capture-silk fibres from Araneus has revealed rupture peaks due to sacrificial bonds, characteristic of other self-healing biomaterials. The overall force changes are exponential for both capture-silk molecules and intact strands of capture silk."
1599,Chemisorbed poly(propylene sulphide)-based copolymers resist biomolecular interactions,2003-03-23,"Alkanethiolates have been widely used as chemisorbates to modify gold surfaces, in spite of their relatively poor oxidative stability. We introduce gold-chemisorbing block copolymers bearing an anchoring block of poly(propylene sulphide) (PPS), selected in the expectation of greater stability. These materials offer a more robust approach to surface modification of gold. As an example, a triblock copolymer with poly(ethylene glycol) (PEG) was selected, with the goal of minimizing biological adsorption and adhesion. The copolymer PEG17-bl-PPS25-bl-PEG9 chemisorbed to form a dense monolayer of 226 ± 26 ng cm−2, ∼2.2 nm thick. The copolymeric adlayer was much more stable to oxidation than commonly used alkanethiolates. Its presence greatly reduced protein adsorption (>95%), even after exposure to whole blood serum (>55 mg ml−1), as well as cell adhesion over long culture durations (>97%). PPS-containing copolymers are an attractive alternative to alkanethiolates, and PEG-bl-PPS-bl-PEG presents a powerful example for use in biodiagnostic and bioanalytical devices."
1600,Chaotic mixing in three-dimensional microvascular networks fabricated by direct-write assembly,2003-03-23,"The creation of geometrically complex fluidic devices is a subject of broad fundamental and technological interest. Here, we demonstrate the fabrication of three-dimensional (3D) microvascular networks through direct-write assembly of a fugitive organic ink. This approach yields a pervasive network of smooth cylindrical channels (∼10–300 μm) with defined connectivity. Square-spiral towers, isolated within this vascular network, promote fluid mixing through chaotic advection. These vertical towers give rise to dramatic improvements in mixing relative to simple straight (1D) and square-wave (2D) channels while significantly reducing the device planar footprint. We envisage that 3D microvascular networks will provide an enabling platform for a wide array of fluidic-based applications."
1601,Nanochemistry at the atomic scale revealed in hydrogen-induced semiconductor surface metallization,2003-03-16,"Passivation of semiconductor surfaces against chemical attack can be achieved by terminating the surface-dangling bonds with a monovalent atom such as hydrogen. Such passivation invariably leads to the removal of all surface states in the bandgap, and thus to the termination of non-metallic surfaces. Here we report the first observation of semiconductor surface metallization induced by atomic hydrogen. This result, established by using photo-electron and photo-absorption spectroscopies and scanning tunnelling techniques, is achieved on a Si-terminated cubic silicon carbide (SiC) surface. It results from competition between hydrogen termination of surface-dangling bonds and hydrogen-generated steric hindrance below the surface. Understanding the ingredient for hydrogen-stabilized metallization directly impacts the ability to eliminate electronic defects at semiconductor interfaces critical for microelectronics, provides a means to develop electrical contacts on high-bandgap chemically passive materials, particularly for interfacing with biological systems, and gives control of surfaces for lubrication, for example of nanomechanical devices."
1602,Structural phase transition at the percolation threshold in epitaxial (La,2003-03-16,"'Colossal magnetoresistance' in perovskite manganites such as La0.7Ca0.3MnO3 (LCMO), is caused by the interplay of ferro-paramagnetic, metal–insulator and structural phase transitions. Moreover, different electronic phases can coexist on a very fine scale resulting in percolative electron transport. Here we report on (LCMO)1–x:(MgO)x (0 < x ≤ 0.8) epitaxial nano-composite films in which the structure and magnetotransport properties of the manganite nanoclusters can be tuned by the tensile stress originating from the MgO second phase. With increasing x, the lattice of LCMO was found to expand, yielding a bulk tensile strain. The largest colossal magnetoresistance of 105% was observed at the percolation threshold in the conductivity at xc ≈ 0.3, which is coupled to a structural phase transition from orthorhombic (0 < x ≤ 0.1) to rhombohedral R3̄c structure (0.33 ≤ x ≤ 0.8). An increase of the Curie temperature for the R3̄c phase was observed. These results may provide a general method for controlling the magnetotransport properties of manganite-based composite films by appropriate choice of the second phase."
1603,Linear assemblies of nanoparticles electrostatically organized on DNA scaffolds,2003-03-09,"A significant challenge faced in the use of nanoscale building blocks is developing parallel methods for interconnecting and patterning assemblies of the individual components. Molecular or polymeric scaffolds hold promise as a means of preparing closely spaced, specifically arranged nanoscale assemblies. Here we show how a biopolymer, DNA, can be used as a scaffold for the assembly of extended, close-packed, ligand-stabilized metal nanoparticle structures, including several desirable architectures (such as lines, ribbons, and branches). Electrostatic binding of ligand-stabilized nanoparticles to the DNA backbone results in extended linear chain-like structures, ribbon-like structures composed of parallel nanoparticle chains, and branched structures. High-resolution transmission electron microscopy shows that the particles are evenly spaced, separated only by the 15 Å imposed by the intervening ligand shell. These studies demonstrate that biomolecular nanolithography (the arrangement of nanoscale building blocks on biomolecular scaffolds) is a viable approach to interconnecting individual devices into extended, closely spaced assemblies."
1604,Optically induced multispin entanglement in a semiconductor quantum well,2003-02-23,"According to quantum mechanics, a many-particle system is allowed to exhibit non-local behaviour, in that measurements performed on one of the particles can affect a second one that is far away. These so-called entangled states are crucial for the implementation of most quantum information protocols and, in particular, gates for quantum computation. Here we use ultrafast optical pulses and coherent techniques to create and control spin-entangled states in an ensemble of non-interacting electrons bound to donors (at least three) and at least two Mn2+ ions in a CdTe quantum well. Our method, relying on the exchange interaction between localized excitons and paramagnetic impurities, can in principle be applied to entangle an arbitrarily large number of spins."
1605,Synthesis of cubic zirconium and hafnium nitride having Th,2003-02-23,"High-pressure synthesis is a powerful method for the preparation of novel materials with high elastic moduli and hardness. Additionally, such materials may exhibit interesting thermal, optoelectronic, semiconductuing, magnetic or superconducting properties. Here, we report on the high-pressure synthesis of zirconium and hafnium nitrides with the stoichiometry M3N4, where M = Zr, Hf. Synthesis experiments were performed in a laser-heated diamond anvil cell at pressures up to 18 GPa and temperatures up to 3,000 K. We observed formation of cubic Zr3N4 and Hf3N4 (c-M3N4) with a Th3P4-structure, where M-cations are eightfold coordinated by N anions. The c-M3N4 phases are the first binary nitrides with such a high coordination number. Both compounds exhibit high bulk moduli around 250 GPa, which indicates high hardness. Moreover, the new nitrides, c-Zr3N4 and c-Hf3N4, may be the first members of a larger group of transition metal and/or lanthanide nitrides with interesting ferromagnetic or superconducting behaviour."
1606,Peptides with selective affinity for carbon nanotubes,2003-02-16,"Because of their extraordinary electronic and mechanical properties, carbon nanotubes have great potential as materials for applications ranging from molecular electronics to ultrasensitive biosensors. Biological molecules interacting with carbon nanotubes provide them with specific chemical handles that would make several of these applications possible. Here we use phage display to identify peptides with selective affinity for carbon nanotubes. Binding specificity has been confirmed by demonstrating direct attachment of nanotubes to phage and free peptides immobilized on microspheres. Consensus binding sequences show a motif rich in histidine and tryptophan, at specific locations. Our analysis of peptide conformations shows that the binding sequence is flexible and folds into a structure matching the geometry of carbon nanotubes. The hydrophobic structure of the peptide chains suggests that they act as symmetric detergents."
1607,A nanoporous molecular magnet with reversible solvent-induced mechanical and magnetic properties,2003-02-16,"Interest in metal–organic open-framework structures has increased enormously in the past few years because of the potential benefits of using crystal engineering techniques to yield nanoporous materials with predictable structures and interesting properties. Here we report a new efficient methodology for the preparation of metal–organic open-framework magnetic structures based on the use of a persistent organic free radical (PTMTC), functionalized with three carboxylic groups. Using this approach, we create an open-framework structure Cu3(PTMTC)2(py)6(CH3CH2OH)2(H2O), which we call MOROF-1, combining very large pores (2.8–3.1 nm) with bulk magnetic ordering. MOROF-1 shows a reversible and highly selective solvent-induced 'shrinking–breathing' process involving large volume changes (25–35%) that strongly influence the magnetic properties of the material. This magnetic sponge-like behaviour could be the first stage of a new route towards magnetic solvent sensors."
1608,Identification of novel compositions of ferromagnetic shape-memory alloys using composition spreads,2003-02-02,"Exploration of new ferroic (ferroelectric, ferromagnetic or ferroelastic) materials continues to be a central theme in condensed matter physics and to drive advances in key areas of technology. Here, using thin-film composition spreads, we have mapped the functional phase diagram of the Ni–Mn–Ga system whose Heusler composition Ni2MnGa is a well known ferromagnetic shape-memory alloy. A characterization technique that allows detection of martensitic transitions by visual inspection was combined with quantitative magnetization mapping using scanning SQUID (superconducting quantum interference device) microscopy. We find that a large, previously unexplored region outside the Heusler composition contains reversible martensites that are also ferromagnetic. A clear relationship between magnetization and the martensitic transition temperature is observed, revealing a strong thermodynamical coupling between magnetism and martensitic instability across a large fraction of the phase diagram."
1609,Tunable subpicosecond optoelectronic transduction in superlattices of self-assembled ErAs nanoislands,2003-01-26,"In applications as diverse as fibre-optic communications and time-domain or terahertz spectroscopy, researchers are keen on ultrafast optoelectronic transducers that can be tailored to specific needs. The molecular beam epitaxy of photoconductors composed of equidistant layers of self-assembled ErAs-islands in a III–V semiconductor matrix, which act as efficient non-radiative carrier capture sites, enables this flexibility. Here, photocurrent autocorrelation techniques are applied to metal–semiconductor–metal photodetectors patterned on ErAs:GaAs superlattices. The experiments demonstrate that the electrical response speed can be conveniently tuned over at least two orders of magnitude starting from 190 fs by increasing the thickness of the GaAs spacer separating adjacent ErAs layers. The same concept is applied to the narrower bandgap InGaAs matrix. We demonstrate an electron lifetime of approximately 1 ps for this material. This brings closer the prospect of implementing terahertz technology at the important optical communication wavelengths of 1.3 and 1.55 μm."
1610,"Fully reversible, dislocation-based compressive deformation of Ti",2003-01-26,"Dislocation-based deformation in crystalline solids is almost always plastic. Here we show that polycrystalline samples of Ti3SiC2 loaded cyclically at room temperature, in compression, to stresses up to 1 GPa, fully recover on the removal of the load, while dissipating about 25% (0.7 MJ m−3) of the mechanical energy. The stress–strain curves outline fully reversible, rate-independent, closed hysteresis loops that are strongly influenced by grain size, with the energy dissipated being significantly larger in the coarse-grained material. At temperatures greater than 1,000 °C, the loops are open, the response is strain-rate dependent, and cyclic hardening is observed. This hitherto unreported phenomenon is attributed to the reversible formation and annihilation of incipient kink bands at room-temperature deformation. At higher temperatures, the incipient kink bands dissociate and coalesce to form regular irreversible kink bands. The loss factor for Ti3SiC2 is higher than most woods, and comparable to polypropylene and nylon. The technological implications of having a stiff, lightweight machinable ceramic that can dissipate up to 25% of the mechanical energy per cycle are discussed."
1611,The development of grain-orientation-dependent residual stressess in a cyclically deformed alloy,2003-01-19,"There have been numerous efforts to understand and control the resistance of materials to fracture by repeated or cyclic stresses. The micromechanical behaviours, particularly the distributions of stresses on the scale of grain size during or after mechanical or electrical fatigue, are crucial to a full understanding of the damage mechanisms in these materials. Whether a large microstress develops during cyclic deformation with a small amount of monotonic strain but a large amount of accumulated strain remains an open question. Here, we report a neutron diffraction investigation of the development of intergranular stresses, which vary as a function of grain orientations, in 316 stainless steel during high-cycle fatigue. We found that a large intergranular stress developed before cracks started to appear. With further increase of fatigue cycles, the intergranular stress decreased, while the elastic intragranular stored energy continued to grow. One implication of our findings is that the ratio between the intergranular and intragranular stored energies during various stages of fatigue deformation may validate the damage mechanism and can be used as a fingerprint for monitoring the state of fatigue damage in materials."
1612,Microassembly of semiconductor three-dimensional photonic crystals,2003-01-12,"Electronic devices and their highly integrated components formed from semiconductor crystals contain complex three-dimensional (3D) arrangements of elements and wiring. Photonic crystals, being analogous to semiconductor crystals, are expected to require a 3D structure to form successful optoelectronic devices. Here, we report a novel fabrication technology for a semiconductor 3D photonic crystal by uniting integrated circuit processing technology with micromanipulation. Four- to twenty-layered (five periods) crystals, including one with a controlled defect, for infrared wavelengths of 3–4.5 μm, were integrated at predetermined positions on a chip (structural error <50 nm). Numerical calculations revealed that a transmission peak observed at the upper frequency edge of the bandgap originated from the excitation of a resonant guided mode in the defective layers. Despite their importance, detailed discussions on the defective modes of 3D photonic crystals for such short wavelengths have not been reported before. This technology offers great potential for the production of optical wavelength photonic crystal devices."
1613,A new phase diagram for layered antiferromagnetic films,2003-01-12,"Magnetic multilayer films provide convenient model systems for studying the physics of antiferromagnetic films and surfaces. Here we report on the magnetic reversal and domain structure in antiferromagnetically coupled Co/Pt multilayers that are isomorphic to layered antiferromagnetic films with perpendicular magnetic anisotropy. We observe two distinct remanent states and reversal modes of the system. In mode 1 the magnetization in each layer reverses independently, producing an antiferromagnetic remanent state that shows full lateral correlation and vertical anticorrelation across the interlayers. In mode 2 the reversal in adjacent layers is locally synchronized with a remanent state that is vertically correlated but laterally anticorrelated in ferromagnetic stripe domains. Theoretical energy calculations of the two ground states identify a new phase boundary that is in good agreement with our experimental results."
1614,A highly crystalline layered silicate with three-dimensionally microporous layers,2002-12-22,"Layered silicates with three-dimensional microporosity within the layers have the potential to enable new applications in catalysis, adsorption and ion-exchange. Until now no such materials have been reported. However, here we present the synthesis and structure of AMH-3, a silicate with three-dimensionally microporous layers, obtained in high purity and crystallinity. AMH-3 is composed of silicate layers containing eight-membered rings in all three principal crystal directions, and spaced by strontium cations, sodium cations and water molecules. Because of its three-dimensional pore structure, acid and thermal stability, this layered material could find applications in polymer–silicate composites for membrane applications, for synthesis of combined microporous–mesoporous materials, and for the formation of new zeolites and microporous films. Its existence also opens new possibilities for the synthesis of other layered silicates with multidimensional microporous framework layers."
1615,Dynamics of ferroelastic domains in ferroelectric thin films,2002-12-22,"Dynamics of domain interfaces in a broad range of functional thin-film materials is an area of great current interest. In ferroelectric thin films, a significantly enhanced piezoelectric response should be observed if non-180° domain walls were to switch under electric field excitation. However, in continuous thin films they are clamped by the substrate, and therefore their contribution to the piezoelectric response is limited. In this paper we show that when the ferroelectric layer is patterned into discrete islands using a focused ion beam, the clamping effect is significantly reduced, thereby facilitating the movement of ferroelastic walls. Piezo-response scanning force microscopy images of such islands in PbZr0.2Ti0.8O3 thin films clearly point out that the 90° domain walls can move. Capacitors 1 μm2 show a doubling of the remanent polarization at voltages higher than ∼15 V, associated with 90° domain switching, coupled with a d33 piezoelectric coefficient of ∼250 pm V−1 at remanence, which is approximately three times the predicted value of 87 pm V−1 for a single domain single crystal."
1616,Single-wall carbon nanotubes as attractive toughening agents in alumina-based nanocomposites,2002-12-15,"The extraordinary mechanical, thermal and electrical properties of carbon nanotubes have prompted intense research into a wide range of applications in structural materials, electronics, chemical processing and energy management. Attempts have been made to develop advanced engineering materials with improved or novel properties through the incorporation of carbon nanotubes in selected matrices (polymers, metals and ceramics). But the use of carbon nanotubes to reinforce ceramic composites has not been very successful; for example, in alumina-based systems only a 24% increase in toughness has been obtained so far. Here we demonstrate their potential use in reinforcing nanocrystalline ceramics. We have fabricated fully dense nanocomposites of single-wall carbon nanotubes with nanocrystalline alumina (Al2O3) matrix at sintering temperatures as low as 1,150 °C by spark-plasma sintering. A fracture toughness of 9.7 MPa m½, nearly three times that of pure nanocrystalline alumina, can be achieved."
1617,Complex dewetting scenarios captured by thin-film models,2002-12-15,"In the course of miniaturization of electronic and microfluidic devices, reliable predictions of the stability of ultrathin films have a strategic role for design purposes. Consequently, efficient computational techniques that allow for a direct comparison with experiment become increasingly important. Here we demonstrate, for the first time, that the full complex spatial and temporal evolution of the rupture of ultrathin films can be modelled in quantitative agreement with experiment. We accomplish this by combining highly controlled experiments on different film-rupture patterns with computer simulations using novel numerical schemes for thin-film equations. For the quantitative comparison of the pattern evolution in both experiment and simulation we introduce a novel pattern analysis method based on Minkowski measures. Our results are fundamental for the development of efficient tools capable of describing essential aspects of thin-film flow in technical systems."
1618,Hierarchical structure formation and pattern replication induced by an electric field,2002-12-08,"Several techniques based on soft lithography have emerged to replicate micrometre-sized patterns. Similar to most other lithographic methods, these techniques structure a single layer of photo resist. For many applications, however, it is desirable to control the spatial arrangement of more than one component. With traditional methods, this requires an iterative, multistep procedure, making the replication process more complex and less reliable. Here, a replication process is described where multiple materials are processed simultaneously. Using a bilayer formed by two different polymers, electrohydrodynamic instabilities at both polymer surfaces produce a hierarchic lateral structure that exhibits two independent characteristic dimensions. A lateral modulation of the electric field enables replication with a resolution down to 100 nanometres. This approach might provide a simple strategy for large-area, sub-100-nanometre lithography."
1619,Novel Ti-base nanostructure–dendrite composite with enhanced plasticity,2002-12-08,"Single-phase nanocrystalline materials undergo inhomogeneous plastic deformation under loading at room temperature, which results in a very limited plastic strain (smaller than 0–3%). The materials therefore display low ductility, leading to catastrophic failure, which severely restricts their application. Here, we present a new in situ-formed nanostructured matrix/ductile dendritic phase composite microstructure for Ti-base alloys, which exhibits up to 14.5% compressive plastic strain at room temperature. The new composite microstructure was synthesized on the basis of the appropriate choice of composition, and by using well-controlled solidification conditions. Deformation occurs partially through dislocation movement in dendrites, and partially through a shear-banding mechanism in the nanostructured matrix. The dendrites act as obstacles restricting the excessive deformation by isolating the highly localized shear bands in small, discrete inter-dendritic regions, and contribute to the plasticity. We suggest that microscale ductile crystalline phases might therefore be used to toughen nanostructured materials."
1620,"DNA-modified nanocrystalline diamond thin-films as stable, biologically active substrates",2002-11-24,"Diamond, because of its electrical and chemical properties, may be a suitable material for integrated sensing and signal processing. But methods to control chemical or biological modifications on diamond surfaces have not been established. Here, we show that nanocrystalline diamond thin-films covalently modified with DNA oligonucleotides provide an extremely stable, highly selective platform in subsequent surface hybridization processes. We used a photochemical modification scheme to chemically modify clean, H-terminated nanocrystalline diamond surfaces grown on silicon substrates, producing a homogeneous layer of amine groups that serve as sites for DNA attachment. After linking DNA to the amine groups, hybridization reactions with fluorescently tagged complementary and non-complementary oligonucleotides showed no detectable non-specific adsorption, with extremely good selectivity between matched and mismatched sequences. Comparison of DNA-modified ultra-nanocrystalline diamond films with other commonly used surfaces for biological modification, such as gold, silicon, glass and glassy carbon, showed that diamond is unique in its ability to achieve very high stability and sensitivity while also being compatible with microelectronics processing technologies. These results suggest that diamond thin-films may be a nearly ideal substrate for integration of microelectronics with biological modification and sensing."
1621,Ordered nanoparticle arrays formed on engineered chaperonin protein templates,2002-11-24,"Traditional methods for fabricating nanoscale arrays are usually based on lithographic techniques. Alternative new approaches rely on the use of nanoscale templates made of synthetic or biological materials. Some proteins, for example, have been used to form ordered two-dimensional arrays. Here, we fabricated nanoscale ordered arrays of metal and semiconductor quantum dots by binding preformed nanoparticles onto crystalline protein templates made from genetically engineered hollow double-ring structures called chaperonins. Using structural information as a guide, a thermostable recombinant chaperonin subunit was modified to assemble into chaperonins with either 3 nm or 9 nm apical pores surrounded by chemically reactive thiols. These engineered chaperonins were crystallized into two-dimensional templates up to 20 μm in diameter. The periodic solvent-exposed thiols within these crystalline templates were used to size-selectively bind and organize either gold (1.4, 5 or 10nm) or CdSe–ZnS semiconductor (4.5 nm) quantum dots into arrays. The order within the arrays was defined by the lattice of the underlying protein crystal. By combining the self-assembling properties of chaperonins with mutations guided by structural modelling, we demonstrate that quantum dots can be manipulated using modified chaperonins and organized into arrays for use in next-generation electronic and photonic devices."
1622,High-κ dielectrics for advanced carbon-nanotube transistors and logic gates,2002-11-17,"The integration of materials having a high dielectric constant (high-κ) into carbon-nanotube transistors promises to push the performance limit for molecular electronics. Here, high-κ (∼25) zirconium oxide thin-films (∼8 nm) are formed on top of individual single-walled carbon nanotubes by atomic-layer deposition and used as gate dielectrics for nanotube field-effect transistors. The p-type transistors exhibit subthreshold swings of S ∼ 70 mV per decade, approaching the room-temperature theoretical limit for field-effect transistors. Key transistor performance parameters, transconductance and carrier mobility reach 6,000 S m−1 (12 μS per tube) and 3,000 cm2 V−1 s−1 respectively. N-type field-effect transistors obtained by annealing the devices in hydrogen exhibit S ∼ 90 mV per decade. High voltage gains of up to 60 are obtained for complementary nanotube-based inverters. The atomic-layer deposition process affords gate insulators with high capacitance while being chemically benign to nanotubes, a key to the integration of advanced dielectrics into molecular electronics."
1623,Experimentally realizable devices for controlling the motion of magnetic flux quanta in anisotropic superconductors,2002-10-27,"A new generation of microscopic ratchet systems is currently being developed for controlling the motion of electrons and fluxons, as well as for particle separation and electrophoresis. Virtually all of these use static spatially asymmetric potential energies to control transport properties. Here we propose completely new types of ratchet-like systems that do not require fixed spatially asymmetric potentials in the samples. As specific examples of this novel general class of ratchets, we propose devices that control the motion of flux quanta in superconductors and could address a central problem in many superconducting devices; namely, the removal of trapped magnetic flux that produces noise. In layered superconductors there are two interpenetrating perpendicular vortex lattices consisting of Josephson vortices (JVs) and pancake vortices (PVs). We show that, owing to the JV–PV mutual interaction and asymmetric driving, the a.c. motion of JVs and/or PVs can provide a net d.c. vortex current. This controllable vortex motion can be used for making pumps, diodes and lenses of quantized magnetic flux. These proposed devices sculpt the microscopic magnetic flux profile by simply modifying the time dependence of the a.c. drive, without the need for samples with static pinning—for example, without lithography or irradiation."
1624,Mutual passivation of electrically active and isovalent impurities,2002-10-20,"The alloy GaNx As1−x (with x typically less than 0.05) is a novel semiconductor that has many interesting electronic properties because of the nitrogen-induced dramatic modifications of the conduction band structure of the host material (GaAs). Here we demonstrate the existence of an entirely new effect in the GaNx As1−x alloy system in which the Si donor in the substitututional Ga site (SiGa) and the isovalent atom N in the As sublattice (NAs) passivate each other's electronic activity. This mutual passivation occurs in Si-doped GaNx As1−x through the formation of nearest-neighbour SiGa –NAs pairs and is thermally stable up to 950 °C. Consequently, Si doping in GaNx As1−x under equilibrium conditions results in a highly resistive GaNx As1−x layer with the fundamental bandgap governed by a net 'active' N, roughly equal to the total N content minus the Si concentration. Such mutual passivation is expected to be a general phenomenon for electrically active dopants and localized state impurities that can form nearest-neighbour pairs."
1625,Molecular design of strong single-wall carbon nanotube/polyelectrolyte multilayer composites,2002-10-13,"The mechanical failure of hybrid materials made from polymers and single-wall carbon nanotubes (SWNT) is primarily attributed to poor matrix–SWNT connectivity and severe phase segregation. Both problems can be successfully mitigated when the SWNT composite is made following the protocol of layer-by-layer assembly. This deposition technique prevents phase segregation of the polymer/SWNT binary system, and after subsequent crosslinking, the nanometre-scale uniform composite with SWNT loading as high as 50 wt% can be obtained. The free-standing SWNT/polyelectrolyte membranes delaminated from the substrate were found to be exceptionally strong with a tensile strength approaching that of hard ceramics. Because of the lightweight nature of SWNT composites, the prepared free-standing membranes can serve as components for a variety of long-lifetime devices."
1626,Phospholipid membranes as substrates for polymer adsorption,2002-10-01,"A largely unsolved problem in soft materials is how surface reconstruction competes with the rate of adsorption. Here, supported phospholipid bilayers of DMPC (1,2-dimyristoyl-sn-glycero-3-phosphocholine) were employed as substrates for the adsorption of a weak polyelectrolyte, polymethacrylic acid, whose time-dependent ratio of charged to uncharged functional groups served to probe the local dielectric environment. Chains that encountered sparsely covered surfaces spread to maximize the number of segment–surface contacts at rates independent of the molar mass (which was varied by a factor of 30), but dependent on the phase of the lipid bilayer, gel or liquid crystal. Surface reconstruction rather than molar mass of the adsorbing molecules seemed to determine the rate of spreading. The significance of these findings is the stark contrast with well-known views of polymer adsorption onto surfaces having structures that are 'frozen' and unresponsive, and is relevant not just from biological and biophysical standpoints, but also in the formulation of many cosmetics and pharmaceutical products."
